AccountName,PageRank
dperdomomeza1,0.000476339784559
stadio,0.000474800850622
robwhickman,0.000474127768585
FutbolBible,0.000472191123667
PaulCarr,0.000472109843016
benjaminpugsley,0.000470455686311
soccermetrics,0.000469979572153
Gameweek38,0.000466305851513
DanielKatona17,0.000462867087021
VoicingFootball,0.000461372849584
p_robberechts,0.000460122074801
skypodcast,0.000459555991104
FPL_Diagnosis,0.000458016492293
FPLdepression,0.000457954744472
PositiespeI,0.000452239428188
AndyForrester1,0.000450298160631
PremierFPLTools,0.000450022850762
raulpelaez_,0.000448805615589
benlyt,0.000448599416925
BrianPrestidge,0.000444998523611
thecomeonman,0.000442807666657
sportdw,0.000442775131813
curtiswoodhous8,0.000440903686737
TheScoutIssue,0.000438974147574
shergul,0.000437317791341
RowzReport,0.00043560175569
penaltyblog,0.000433175894125
barcanumbers,0.000432597578798
Green_Windmill,0.000431119464203
raymondverheije,0.000428800628309
juicysushi,0.00042829272568
WeahsCousin,0.000427909116621
tennisabstract,0.000425981676737
ddoublepivot,0.000425134051469
AFCGally,0.000424181173528
arielle_dror,0.000423952373774
RebantMalhotra,0.000422494123677
d_vatvani,0.000421844703033
AReynolds70,0.00041957071531
robbro7,0.000415144915994
MikkelTokvam,0.000412471537206
WorldFootballi,0.000411626480898
AlexRathke,0.000411402983392
fpl_equation,0.000410094400932
BeesTactical,0.000409859821425
paulboanas,0.000407647424001
SocanalysisHQ,0.000407483134967
Other14The,0.000406326548374
tiki_taka_co,0.000405673731467
JaredEYoung,0.00040505559691
FPL_Junior,0.00040462683491
paul_tomkins,0.000404172504214
CriticFootball_,0.000402476652482
RahulIyer32,0.000401627319315
alifakharany,0.000400759849961
Ramorey_FPL,0.00039745489943
LCFC_Analysis,0.000393436942266
hughwizzy,0.00039184236704
ChicagoDmitry,0.00039128280625
FPLPiglet,0.000391223322226
YAMiAM9,0.000389353786047
elspanishgooner,0.000383281967014
outofcontextars,0.000381660281538
OptaCan,0.000380365271356
SarriesKid10,0.00038013674046
donceno,0.000379094803682
PremLeaguePanel,0.000379038912766
InStatFootball,0.000378882509861
MacRob85,0.000378247088427
DylanBuesnel,0.000378200404368
tanmorgul,0.000377744446612
atosoccer,0.000377617989481
macro_football,0.000377362124263
FPL_Guidance,0.000375068767637
TerjeGIFs,0.00037505941362
ged0407,0.000374707349918
SamGoldberg1882,0.000373960171469
RasmusAnkersen,0.000373874984194
FF_Trout,0.000373727995495
PySportOrg,0.000373501573983
EliteFPL,0.000373479485515
Billie_T,0.000371846389187
ShababHossain13,0.000368226645146
JordanDunathan,0.000367304377975
JECook96,0.000365919451927
BeesAnalytica,0.000363171063435
FTStands_,0.000362982976392
LargeScaleSport,0.000360266203436
AnalyticsFC,0.00035838301941
CharlieNData,0.000357655162048
goalprojection,0.000355272117542
DLRbrts,0.000355114409356
RobinWilhelmus,0.000354212264489
bartf,0.000354200486631
DailyCannon,0.000353294828231
SecondSpectrum,0.000351988085523
farhm22,0.000351488760479
WorldwideAFC,0.000351330448624
FPLSeagull,0.000351004131929
FPLPoDiff,0.000350542713116
pablo48pr,0.00034951953573
rodrigoccc97,0.000347025429533
UnderstatXG,0.000346712922732
davehillierr,0.000342299522032
GeorgeBall95,0.0003420192795
CaptnGuardiola,0.000341631962157
cdavison_afc,0.000340208979998
FPLraccoon,0.000339776633024
Soumyaj15209314,0.000339234685242
MikeTreacy,0.000338349661401
letsallsoccer,0.00033834579785
11pts1win,0.00033831760278
alasdairtweets,0.000338223815137
CalledItFPL,0.00033813774862
sebestyendaniel,0.000338026843839
sbourgenforcer,0.000336969294872
PHChess,0.000335611650238
samuelJayC,0.0003351554786
ToTal_ftbl,0.00033505908938
FPLTV,0.000333586824648
Dynamite_76,0.00033179564864
lvanden,0.00032898071006
11v11Sam,0.00032880574496
saintsbynumbers,0.000328693164172
karlsentk,0.000327964259465
D4N__,0.000327594139649
suds_g,0.000326630854996
secwal,0.000326510753267
ryanlam142,0.000326248622227
ianlynam,0.000326209033255
SoccerInsider,0.000326186721538
TheFPLNacho,0.00032522975484
KubaMichalczyk,0.000323757086404
joeclowery,0.000323666110816
SergioMinuto90,0.000322800254729
FPLBrit,0.000321646513416
PeraltaFran23,0.000320870430373
FPL_FC,0.000320719720121
OptaJim,0.000320256660305
FinerMargins,0.000319487853974
Samirak93,0.000317605733699
GameFlowxPG,0.000316989731105
DeludedBrendan,0.00031604229991
SAnalyticsBlog,0.000315838631487
registability,0.000315183876647
GavHutchinson,0.000315106720234
MarkCarey93,0.000314757501009
BRGMarlow,0.000314182091156
theonenil,0.000312420482672
AlexBelinger,0.000312050299384
ChanceAnalytics,0.000311936079199
DarkishJungle,0.000311459751191
PannasNutmegs,0.000311445023652
JonEngebret,0.000311181654041
JRcentre,0.000310765015361
michael_karbach,0.000310673891821
DectechSports,0.00031060996256
fabianhcs,0.000309741732162
ArneBarsnes,0.000309604126599
RenegadesFpl,0.000309394642876
edsulley,0.000307992044952
HotspurRelated,0.000306083879566
jalapic,0.000304297771406
CraqueStats,0.000304290914823
JamesWGrayson,0.00030356135391
Odriozolite,0.000302148051371
sszy,0.000301556212874
xenophar,0.00030148524883
dlareg49,0.000301452497437
beeryball,0.000301429135004
Peter_Clark23,0.000300944664591
Bammers05,0.000300130946181
aSamGreen,0.000298096341771
ZelusAnalytics,0.000297819359064
stupidradarguy,0.000297058378812
VillaAnalytics,0.000296495094339
Frankie_Hobbs,0.000296490095684
Varun_esque,0.000295932007386
FplPresident,0.000294946842451
stephendeyoung,0.000294626162955
RhysCarr86,0.000292966366919
TarasconAdrien,0.000292851532499
nick_utd7,0.000292490461828
lufcblog_,0.000290840288795
InfernoSix,0.000289807452628
analyst_fpl,0.00028972639128
TheHaIfSpace,0.000289057660561
TurkiyeBlizzard,0.000286579263556
danny_pugsley,0.00028608453419
blues_breakdown,0.000285954553446
tocfcws,0.000284508762039
DaniBRayoga,0.000284073068888
JordanWiemer,0.000283734334185
PLScience,0.000283668461421
bootifulgame,0.000282713067181
cantdrawarsenal,0.000282243991481
Owain_Thomas,0.000282191756273
S2Stats,0.000280570741099
opisthokonta,0.000279642275416
DocAFC_,0.000279619256548
FPLConnor,0.000276328219858
alicesweeting,0.000276168250091
fpl_shiny,0.000276012990883
pmarques82,0.000276001697391
PSGalu,0.000275171551988
MCFCGavinFleig,0.000274429571885
reluctantnicko,0.000274239858135
FplRogue,0.000273660515119
mbclarkson23,0.000273175057586
BarryMacFPL,0.00027255585671
Sam_Jackson94,0.000271981971263
nana_alaouie,0.000271382897378
undervalu,0.000269867744574
DatoBHJ,0.00026898653331
We_R_PL,0.000268976246323
fpl_delboy,0.000268234018246
BiggarsInParis,0.000267801714538
TheBackpassRule,0.000265660586033
SportsDataChal,0.00026546463203
Mister_Numbers,0.000264631348883
natefc,0.000263864589487
MrTS44,0.000263330630308
FFH_greenarrow,0.00026295415319
srudd_ok,0.000262376358926
StatsBombIQ,0.000261497951711
EPLIndex,0.000261333399074
ArsenalFCView,0.000261224553305
BestFootyPieces,0.000261141029531
miguelrios__,0.000259549795705
Tactalyse,0.000259345185984
Walid_4,0.000259275102906
14Djc,0.000258692482977
DaveQuartey,0.000258666598591
MartinWengrow,0.000258310592151
delaatsteman,0.000258237656225
TonyElHabr,0.000257880489529
slothfulwave612,0.000256532059523
footchess,0.000256499572729
fplpoland,0.000253357339593
PR_WhoRu,0.000252420662398
jbcfc__,0.000252254506303
fplscrapR,0.00025192698337
Recoba101,0.000251287461197
Raghy78d,0.000250376566128
impect_official,0.000250138774715
FPLFujtown,0.000249341973883
TheFPL_Analyst,0.000249121897876
FPLdiary,0.000249001951087
the_number_game,0.000248396988603
JFsports1,0.000247950290259
matsdldb,0.000247276643863
NeilBrooksAFC,0.000247172005367
TheWAddress,0.000247115274129
AleksanderVN,0.000246197347645
HipsterManager,0.000244338198677
Redknapp,0.000242665206106
cartilagefree,0.000241050757423
MessiMinutes,0.000240347742961
fpl_tornado,0.000239484433207
Abel_Lorincz,0.000238030931944
Nick_FootballPA,0.000237979471022
DayvyFPL,0.000237927093167
DavidSally6,0.000237590394012
petejleonard,0.000237533235661
barca_natics,0.000234088156103
susanaferreras,0.00023329131249
andthenthehex,0.000232746163211
AdsIyer,0.000231870736142
wengerknowsbest,0.000231818430065
NorthBankNadim,0.000231550147098
girela_d,0.000230948640285
ENBSports,0.000230364837076
parmamaniac,0.000230309966403
vaastav05,0.000230034292316
GoalCharts,0.000229717570345
ismaelgomezs,0.00022925074192
TimBayer93,0.000228864729135
edAfootball,0.000228810360756
FplOpinion,0.000226556707145
CarlBovis_AFC,0.000226451298773
ABlake7,0.00022614834243
busi1325,0.000225661768513
leejmooney,0.000224923907114
jernejfl,0.000224770304605
FPLRatchet,0.000224270878278
andre_brener,0.00022424502363
JamesRaulStokes,0.000223555469411
fantomen,0.000222082695122
Catenaccio,0.000222052088503
nomerenem,0.000221281246504
VigneshJayanth1,0.000221193553044
mtthwmn,0.000220515932053
PausaFutbol,0.000220282006783
GuillGautier,0.000220186871374
soccerlogic,0.000219957956661
ObjectiveFooty,0.000219942634296
ferdiaoh,0.000219621060596
PositionaIPIay,0.000219586920733
TalkingLaLiga,0.000219412172458
vdeboode,0.000219395094028
Ben8t,0.000219019908406
sophiet0m,0.000218894044288
sertalpbilal,0.000218452439198
CannonInsider,0.000218431097839
AnyoneButWenger,0.000216905137575
arsenalrising,0.000216869324658
andyH921,0.000216342830483
math_safe,0.000215764226573
seek_objective,0.000215022168977
Orangeiceman10,0.000214693698137
AnnOdong,0.000213972233449
zorba138,0.000213258836688
openGoalCharles,0.000212920225743
thesignigame,0.000212866373264
ProformAFC,0.000212685626212
CrabStats,0.000212352729699
AFCTempo,0.000212192219507
driblab,0.000211759982939
Faux_Denim,0.000211351550084
hodar_,0.000211072054808
fplAnalytics,0.000210970098945
PauMadrero,0.000210230867358
goatzil10,0.000209950084477
FLSimulator,0.000209535245957
KTStockwell,0.000209137499364
ArabAnalytics,0.000209105890979
FPLStatto,0.000208818059832
rjtavares,0.000208387349801
SimonCavalini,0.000207692683644
FplToast,0.000207690431472
mrfixitstips,0.000207116044097
FunnyGooner,0.000206869719903
FPL_TT,0.000206519772918
thewonderofmu,0.000206451467634
pete_bezzer,0.000206349240937
TFAsystems,0.000206279320087
philhollenhorst,0.00020626097288
MatPilotto,0.000205878878724
bojochris,0.000205589109373
FPLoverthinker,0.000205461404951
SW6Stats,0.00020516301394
blogistuta,0.000204012202828
saeeeeru,0.000203820557532
WTFPL101,0.000203274744485
footyquant,0.000202833443455
dingosports,0.000202674314164
conzblut,0.000201934343005
ASRomaData,0.000201710690336
msocanalytics,0.000201617657965
AK_FPL1,0.000201281354689
tallen_5,0.000200615947706
ALeague_Apart,0.00020032730922
TLMAnalytics,0.00020012644685
juzbo,0.000200097093236
FPL_Shaman,0.00019986209235
ali_shash,0.00019971820751
FFH_Fanteam,0.000199491862996
pray4greys,0.000199478372625
fantfoottipster,0.000199335812014
The_Woolster,0.000199222649121
FussballRadars,0.000198963463472
insidefantasypl,0.000198495775501
Player_Elo,0.000197649163533
yeunm,0.000197250165851
FPLBraveheart,0.000196817178844
RickLenders,0.000195306628088
ismailtari_,0.000195125578561
teouchanalytics,0.000195057195542
MichaelJBell09,0.000194711660458
Ozilaccuracy,0.000194107629686
FPL_Research,0.000194076218788
ZeeDees,0.00019400061995
BenCAlamar,0.000193989773467
soccer_detail,0.000193821411373
SoccernomicsLtd,0.000191938291895
Habozekry,0.00019130881067
Satreeee,0.000191259850154
FourFourTweet,0.000190180651439
CharlieERandall,0.000189843592378
SepakbolaCerdas,0.000188527932878
JPJ_deJong,0.000188289155358
Tennisratings,0.000188087583997
spiideo,0.000187139395165
ArsenalGoaIs,0.000186689378947
FPLDavidoff,0.00018642363803
footyinthecloud,0.000186358504922
rerunnat,0.000184752729884
goaldenera,0.000184666298319
brettrainbow,0.00018426690298
tifosy,0.000183870810678
insidethierry08,0.000182953883395
bri__t,0.00018291769897
edthompsn,0.000182488547813
NUFCAnalytics,0.000181701386346
footyfragmento,0.000180848929648
shrew123,0.000180105503312
deltatre,0.000179763168556
MarkG_Arsenal,0.00017968835546
PainInThArsenal,0.00017964463437
Kloppholic,0.000179556220665
shots_on_target,0.000179423669729
FantasyFootyMag,0.000179354387539
B90Football,0.000179111605568
FPL_Fish,0.00017858178504
